time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max
2022-06-01,74.8,50.7,61.7,59.8
2022-06-02,75.0,51.3,62.7,58.8
2022-06-03,62.0,52.8,56.8,54.8
2022-06-04,61.5,52.0,56.2,58.6
2022-06-05,64.4,52.7,58.5,56.5
2022-06-06,62.0,48.0,55.6,52.1
2022-06-07,69.1,46.8,58.5,56.2
2022-06-08,70.2,55.0,61.4,53.7
2022-06-09,69.1,49.3,58.5,60.8
2022-06-10,69.1,55.5,60.4,61.8
2022-06-11,67.3,53.4,59.4,58.6
2022-06-12,58.1,47.7,51.9,52.1
2022-06-13,59.4,47.0,52.6,47.2
2022-06-14,62.2,48.0,55.2,48.9
2022-06-15,65.6,45.9,55.9,52.8
2022-06-16,65.0,50.3,57.8,51.3
2022-06-17,60.6,50.0,53.9,54.7
2022-06-18,61.6,45.9,53.6,51.7
2022-06-19,62.3,50.5,55.6,51.4
2022-06-20,71.1,49.6,58.9,55.8
2022-06-21,79.0,50.2,64.3,61.2
2022-06-22,75.7,55.0,64.4,59.3
2022-06-23,73.4,46.6,59.4,48.5
2022-06-24,79.7,47.3,63.8,51.7
2022-06-25,89.2,58.9,73.7,54.2
2022-06-26,94.7,63.5,78.1,66.8
2022-06-27,89.4,60.2,73.3,58.5
2022-06-28,71.1,54.0,61.3,51.5
2022-06-29,75.8,49.5,62.7,58.3
2022-06-30,79.1,51.2,65.2,61.0
2022-07-01,78.5,54.1,65.9,55.2
2022-07-02,74.8,51.6,62.6,55.5
2022-07-03,72.2,56.4,63.4,51.3
2022-07-04,75.3,51.1,63.5,52.5
2022-07-05,72.3,56.2,63.4,64.0
2022-07-06,75.9,58.5,66.1,60.2
2022-07-07,75.2,55.7,65.0,56.8
2022-07-08,80.1,56.7,67.7,56.5
2022-07-09,81.1,55.0,67.2,54.7
2022-07-10,79.5,53.2,67.0,54.8
2022-07-11,95.0,59.5,77.4,57.6
2022-07-12,92.6,63.6,77.6,56.9
2022-07-13,80.9,55.7,67.6,51.3
2022-07-14,85.5,53.8,68.5,54.8
2022-07-15,82.5,53.1,67.0,56.2
2022-07-16,76.3,59.8,66.8,56.4
2022-07-17,81.1,58.5,66.4,50.7
2022-07-18,81.4,53.2,66.6,53.7
2022-07-19,91.6,57.1,73.9,58.1
2022-07-20,92.2,60.8,76.0,60.0
2022-07-21,87.8,58.4,70.2,58.1
2022-07-22,79.9,54.3,66.3,53.8
2022-07-23,80.7,53.0,65.9,52.4
2022-07-24,94.4,57.3,74.3,56.6
2022-07-25,101.2,65.6,82.9,60.0
2022-07-26,101.1,64.0,82.2,60.4
2022-07-27,99.2,62.1,79.7,61.5
2022-07-28,100.3,65.6,82.3,63.7
2022-07-29,101.8,68.3,85.3,63.7
2022-07-30,102.7,70.9,86.2,64.2
2022-07-31,102.7,69.0,84.6,59.5
2022-08-01,89.7,64.1,74.6,60.2
2022-08-02,89.2,60.5,74.2,57.9
2022-08-03,84.5,60.1,70.4,51.6
2022-08-04,77.7,56.9,65.9,52.2
2022-08-05,84.2,54.0,68.6,51.5
2022-08-06,92.9,55.6,74.1,52.0
2022-08-07,99.9,62.1,80.7,53.0
2022-08-08,86.5,59.7,71.3,55.5
2022-08-09,87.6,58.9,70.4,60.3
2022-08-10,84.1,59.6,67.4,55.7
2022-08-11,87.3,56.8,70.2,57.2
2022-08-12,80.9,55.8,65.7,54.1
2022-08-13,80.9,56.2,67.7,54.5
2022-08-14,85.1,55.0,70.5,56.0
2022-08-15,89.8,57.1,73.1,57.5
2022-08-16,91.5,59.5,74.2,58.0
2022-08-17,102.0,64.6,81.3,62.5
2022-08-18,97.5,70.2,82.9,62.2
2022-08-19,83.6,62.4,71.3,59.5
2022-08-20,83.3,58.4,69.7,57.0
2022-08-21,90.1,57.1,72.8,61.2
2022-08-22,86.2,62.1,73.4,58.4
2022-08-23,86.5,60.8,72.8,58.5
2022-08-24,95.0,61.5,75.8,63.0
2022-08-25,93.9,61.9,76.2,60.3
2022-08-26,85.1,60.5,70.1,58.4
2022-08-27,76.9,57.8,65.7,56.5
2022-08-28,80.3,53.8,66.2,53.5
2022-08-29,94.5,57.9,75.2,57.7
2022-08-30,96.1,61.0,77.8,59.5
2022-08-31,91.5,61.2,73.6,57.2
2022-09-01,92.4,56.2,72.4,55.1
2022-09-02,89.5,59.1,71.1,56.2
2022-09-03,77.8,57.6,66.5,55.2
2022-09-04,83.4,53.5,67.7,58.7
2022-09-05,81.7,54.3,67.3,56.5
2022-09-06,92.8,53.5,72.8,51.0
2022-09-07,86.0,59.7,70.8,52.2
2022-09-08,81.9,50.5,65.0,49.0
2022-09-09,90.7,57.7,73.4,44.9
2022-09-10,99.9,68.7,80.8,41.5
2022-09-11,88.2,63.9,73.4,55.2
2022-09-12,79.2,59.7,67.1,61.2
2022-09-13,73.2,56.0,64.6,54.3
2022-09-14,74.1,55.5,64.5,53.8
2022-09-15,72.3,54.7,63.8,53.9
2022-09-16,69.4,56.7,61.8,51.0
2022-09-17,70.4,49.9,59.9,52.7
2022-09-18,80.2,55.8,65.7,54.5
2022-09-19,83.5,51.7,67.5,51.0
2022-09-20,84.1,53.5,68.0,49.0
2022-09-21,78.3,52.8,63.7,56.0
2022-09-22,74.8,54.8,62.8,56.4
2022-09-23,74.5,48.2,61.0,51.4
2022-09-24,79.2,52.9,64.5,53.6
2022-09-25,88.0,50.4,68.2,52.8
2022-09-26,86.8,54.0,69.0,57.0
2022-09-27,77.4,54.6,64.2,55.8
2022-09-28,72.5,55.1,60.5,57.7
2022-09-29,69.2,56.1,61.2,61.4
2022-09-30,74.8,51.7,60.7,55.0
2022-10-01,83.1,57.3,68.2,54.0
2022-10-02,84.1,55.7,68.3,61.2
2022-10-03,81.5,51.9,63.3,57.0
2022-10-04,72.1,52.2,59.5,56.8
2022-10-05,75.6,53.1,61.3,58.5
2022-10-06,81.1,53.0,64.2,62.6
2022-10-07,79.3,53.2,63.4,58.9
2022-10-08,84.1,50.7,65.3,56.8
2022-10-09,85.1,51.3,66.8,57.4
2022-10-10,77.0,50.3,63.7,55.9
2022-10-11,69.7,51.3,60.2,55.8
2022-10-12,78.4,47.0,61.8,54.4
2022-10-13,81.2,48.7,63.7,52.4
2022-10-14,81.3,48.6,65.0,50.5
2022-10-15,85.7,55.9,69.6,47.1
2022-10-16,80.0,54.9,65.1,52.4
2022-10-17,69.3,49.8,57.8,52.4
2022-10-18,74.5,46.8,58.3,52.3
2022-10-19,77.1,49.1,60.4,58.6
2022-10-20,70.8,46.1,57.9,56.7
2022-10-21,54.5,45.5,50.1,53.1
2022-10-22,58.8,42.8,49.3,46.4
2022-10-23,58.5,39.9,48.3,45.8
2022-10-24,56.0,46.0,49.4,52.6
2022-10-25,54.0,42.6,47.3,48.6
2022-10-26,56.4,41.3,47.8,46.4
2022-10-27,59.8,39.7,48.5,46.2
2022-10-28,52.5,46.9,49.8,52.1
2022-10-29,58.2,47.9,52.5,52.9
2022-10-30,56.7,45.6,51.1,50.5
2022-10-31,54.7,47.1,51.6,53.1
2022-11-01,51.1,40.5,45.2,45.5
2022-11-02,46.6,37.0,40.3,40.5
2022-11-03,46.4,35.6,41.3,41.0
2022-11-04,55.5,43.5,51.2,54.8
2022-11-05,55.8,42.1,47.3,54.0
2022-11-06,43.2,36.8,40.8,42.4
2022-11-07,46.4,35.0,39.1,39.8
2022-11-08,49.4,34.4,41.0,40.1
2022-11-09,47.7,28.2,38.0,40.8
2022-11-10,48.9,30.9,38.5,40.6
2022-11-11,47.7,32.8,40.0,42.4
2022-11-12,49.5,34.2,40.7,37.4
2022-11-13,46.7,30.6,37.0,37.0
2022-11-14,49.2,35.2,40.9,34.8
2022-11-15,50.1,34.9,40.3,37.0
2022-11-16,48.5,30.9,37.4,35.2
2022-11-17,48.1,30.0,37.4,29.7
2022-11-18,46.8,31.7,38.0,27.6
2022-11-19,46.8,29.4,35.3,31.1
2022-11-20,45.0,25.1,33.8,33.7
2022-11-21,48.5,31.4,38.9,36.0
2022-11-22,53.0,33.4,43.5,51.3
2022-11-23,48.4,36.2,41.0,44.6
2022-11-24,51.4,33.1,39.7,43.2
2022-11-25,44.2,30.5,37.1,40.1
2022-11-26,44.8,32.3,38.0,41.3
2022-11-27,45.7,37.8,41.6,43.4
2022-11-28,45.2,27.1,37.5,39.5
2022-11-29,39.8,26.9,35.1,38.8
2022-11-30,45.2,38.0,42.2,44.6
2022-12-01,38.1,28.5,34.0,37.3
2022-12-02,45.9,28.7,37.5,31.0
2022-12-03,42.9,31.9,37.1,28.8
2022-12-04,37.1,34.2,35.7,33.7
2022-12-05,43.3,26.6,34.0,37.4
2022-12-06,39.7,29.0,34.5,36.5
2022-12-07,42.3,32.2,36.4,35.4
2022-12-08,44.5,37.1,40.5,40.7
2022-12-09,43.6,36.0,39.3,42.4
2022-12-10,46.8,42.5,44.7,43.7
2022-12-11,44.2,37.4,40.9,41.4
2022-12-12,43.9,32.0,38.9,41.5
2022-12-13,42.2,29.9,35.9,36.8
2022-12-14,41.0,28.4,34.3,35.5
2022-12-15,44.2,29.8,35.4,31.9
2022-12-16,41.2,28.3,34.1,29.8
2022-12-17,42.6,21.9,31.4,32.8
2022-12-18,43.6,34.5,38.2,38.1
2022-12-19,40.5,32.1,36.2,38.8
2022-12-20,45.1,33.6,40.6,44.8
2022-12-21,40.1,23.1,33.0,38.8
2022-12-22,25.8,19.2,21.3,18.9
2022-12-23,31.5,21.1,26.9,31.3
2022-12-24,47.8,30.6,39.5,47.7
2022-12-25,52.1,41.4,45.7,51.3
2022-12-26,55.0,44.6,51.9,53.2
2022-12-27,53.4,43.0,47.5,52.2
2022-12-28,46.2,39.1,42.2,43.7
2022-12-29,48.7,37.8,43.5,46.3
2022-12-30,49.5,43.9,46.5,48.0
2022-12-31,49.4,36.0,43.5,44.8
2023-01-01,44.9,33.1,38.6,39.2
2023-01-02,45.4,31.5,37.8,40.0
2023-01-03,46.8,35.5,41.9,42.0
2023-01-04,46.4,35.1,41.1,40.1
2023-01-05,55.4,43.6,47.9,45.5
2023-01-06,50.2,38.7,44.8,46.5
2023-01-07,51.3,39.7,44.6,47.1
2023-01-08,47.4,40.2,43.7,44.2
2023-01-09,49.9,38.7,44.7,45.2
2023-01-10,52.1,37.8,43.4,42.4
2023-01-11,51.3,40.2,45.4,46.0
2023-01-12,52.8,44.7,48.1,51.4
2023-01-13,51.4,46.7,49.0,50.5
2023-01-14,50.5,42.3,46.6,47.0
2023-01-15,47.8,41.8,44.0,43.3
2023-01-16,47.4,34.4,40.6,41.1
2023-01-17,45.6,40.4,42.9,42.2
2023-01-18,44.9,34.6,41.6,42.4
2023-01-19,43.4,33.1,37.1,38.1
2023-01-20,45.0,30.0,35.0,37.1
2023-01-21,44.0,27.5,34.8,40.9
2023-01-22,45.1,27.7,36.9,39.4
2023-01-23,47.7,29.2,37.8,40.5
2023-01-24,48.4,29.8,36.0,39.4
2023-01-25,48.9,34.2,40.0,40.3
2023-01-26,46.4,32.0,38.5,40.0
2023-01-27,50.7,36.9,43.3,44.3
2023-01-28,45.6,35.9,41.1,40.1
2023-01-29,36.5,25.1,30.5,29.6
2023-01-30,38.8,23.3,28.9,19.2
2023-01-31,40.8,24.1,32.1,28.1
2023-02-01,48.6,25.4,33.4,28.2
2023-02-02,47.7,22.7,34.0,27.0
2023-02-03,48.6,29.1,39.1,44.9
2023-02-04,47.8,41.0,43.7,47.1
2023-02-05,48.9,40.1,43.7,45.0
2023-02-06,48.9,37.1,42.7,42.3
2023-02-07,47.2,37.6,42.6,45.9
2023-02-08,48.6,31.8,39.7,41.0
2023-02-09,52.6,33.0,41.2,41.9
2023-02-10,52.2,39.5,45.4,44.9
2023-02-11,51.1,32.9,40.1,39.2
2023-02-12,50.9,29.3,38.5,40.8
2023-02-13,44.2,34.1,40.3,41.5
2023-02-14,43.7,31.4,35.7,33.7
2023-02-15,43.3,23.9,31.8,34.5
2023-02-16,43.2,27.0,33.8,36.6
2023-02-17,50.3,29.3,39.1,40.7
2023-02-18,47.0,38.3,41.4,42.0
2023-02-19,48.4,33.4,40.9,40.5
2023-02-20,48.4,43.3,45.6,43.5
2023-02-21,46.8,34.4,40.5,43.5
2023-02-22,36.6,31.9,33.9,34.2
2023-02-23,33.3,21.1,28.3,30.5
2023-02-24,35.1,19.4,25.4,20.4
2023-02-25,44.5,17.7,29.0,28.7
2023-02-26,41.9,32.8,36.3,35.7
2023-02-27,42.2,30.9,35.7,36.2
2023-02-28,36.0,27.7,33.2,33.9
2023-03-01,43.2,25.6,33.2,35.2
2023-03-02,46.6,34.3,39.0,41.6
2023-03-03,43.2,32.0,36.8,37.8
2023-03-04,43.9,34.6,37.5,37.0
2023-03-05,44.2,30.8,35.8,37.0
2023-03-06,48.4,33.9,38.5,37.9
2023-03-07,47.8,30.4,37.5,37.7
2023-03-08,46.4,30.9,36.3,36.0
2023-03-09,43.8,35.3,39.2,42.9
2023-03-10,45.0,34.1,39.7,38.3
2023-03-11,50.6,34.3,41.1,40.5
2023-03-12,51.6,30.8,40.8,48.7
2023-03-13,48.7,36.2,43.2,47.6
2023-03-14,51.5,32.0,40.3,36.9
2023-03-15,49.4,33.1,40.5,37.1
2023-03-16,59.1,31.7,43.7,39.3
2023-03-17,58.2,33.5,44.7,47.8
2023-03-18,62.9,35.1,48.2,49.9
2023-03-19,51.2,42.3,46.7,48.2
2023-03-20,50.7,39.3,44.8,45.4
2023-03-21,59.1,35.4,46.3,42.6
2023-03-22,59.1,37.3,47.1,47.2
2023-03-23,44.7,36.3,41.2,40.6
2023-03-24,45.8,33.7,37.9,37.2
2023-03-25,45.4,28.6,36.3,37.9
2023-03-26,44.7,27.8,35.9,38.6
2023-03-27,51.8,31.4,40.8,38.8
2023-03-28,48.9,35.2,41.5,45.6
2023-03-29,55.7,32.4,42.2,42.9
2023-03-30,51.1,35.2,42.5,42.5
2023-03-31,45.0,40.8,42.9,42.9
2023-04-01,48.7,36.0,42.1,42.3
2023-04-02,46.5,33.3,39.1,37.5
2023-04-03,48.8,29.7,37.9,36.2
2023-04-04,46.8,31.9,38.4,39.0
2023-04-05,48.7,29.9,39.7,43.5
2023-04-06,52.4,42.3,47.3,52.3
2023-04-07,55.2,40.6,48.2,47.8
2023-04-08,54.1,39.7,47.3,45.7
2023-04-09,52.8,47.2,49.8,52.0
2023-04-10,49.5,41.5,46.3,49.3
2023-04-11,50.1,38.5,43.3,40.4
2023-04-12,48.6,34.3,40.7,41.5
2023-04-13,51.7,30.4,41.8,38.1
2023-04-14,56.8,33.6,44.5,43.8
2023-04-15,55.6,35.5,45.0,46.3
2023-04-16,49.6,38.9,43.8,44.7
2023-04-17,47.8,37.9,42.2,40.2
2023-04-18,47.5,34.6,39.9,39.6
2023-04-19,48.2,35.9,41.3,38.5
2023-04-20,45.0,34.2,41.0,44.4
2023-04-21,54.7,43.6,47.7,47.2
2023-04-22,64.4,45.5,53.6,55.0
2023-04-23,54.4,46.8,50.3,50.4
2023-04-24,55.9,42.5,49.0,44.0
2023-04-25,63.1,40.7,51.0,49.4
2023-04-26,73.2,42.6,57.7,61.8
2023-04-27,74.9,48.0,60.7,58.6
2023-04-28,83.7,52.6,66.8,64.4
2023-04-29,75.5,51.2,61.0,55.3
2023-04-30,60.9,46.0,53.0,48.3
2023-05-01,58.8,46.5,51.8,44.8
2023-05-02,66.0,43.5,54.5,53.5
2023-05-03,68.5,46.8,56.5,53.1
2023-05-04,53.9,44.3,49.1,49.8
2023-05-05,55.1,46.9,50.7,49.8
2023-05-06,59.4,46.8,52.1,49.7
2023-05-07,60.8,41.2,50.9,44.2
2023-05-08,59.8,44.5,51.2,51.7
2023-05-09,62.9,41.1,52.5,48.6
2023-05-10,69.3,44.9,56.8,53.9
2023-05-11,73.4,46.0,58.7,59.3
2023-05-12,82.2,47.3,64.0,57.5
2023-05-13,88.2,55.4,71.1,55.2
2023-05-14,87.9,61.1,73.9,55.2
2023-05-15,82.8,60.7,70.9,57.5
2023-05-16,82.8,53.5,67.5,58.7
2023-05-17,87.3,56.0,71.5,61.6
2023-05-18,78.0,55.1,65.8,59.2
2023-05-19,82.6,52.9,67.1,65.2
2023-05-20,82.9,55.8,67.1,55.5
2023-05-21,70.3,52.0,60.5,48.9
2023-05-22,62.7,46.3,55.1,46.8
2023-05-23,67.3,41.7,54.9,43.3
2023-05-24,72.5,44.4,59.5,47.4
2023-05-25,79.9,48.6,65.0,49.3
2023-05-26,82.5,54.2,68.2,53.1
2023-05-27,74.0,54.8,62.9,52.7
2023-05-28,72.9,46.8,59.4,47.3
2023-05-29,78.5,47.6,61.4,49.8
2023-05-30,67.6,47.2,56.6,43.2
2023-05-31,64.8,42.5,54.5,40.0
2023-06-01,70.6,42.4,57.5,43.7
2023-06-02,75.4,46.0,59.6,46.0
2023-06-03,78.4,47.0,61.9,48.3
2023-06-04,75.6,48.6,61.1,44.4
2023-06-05,81.2,51.9,66.1,39.8
2023-06-06,91.1,53.3,72.1,49.6
2023-06-07,81.5,55.3,67.5,53.0
2023-06-08,77.1,51.2,62.6,51.5
2023-06-09,60.8,54.5,56.8,56.0
2023-06-10,75.1,50.4,61.7,53.8
2023-06-11,80.5,52.7,65.7,54.6
2023-06-12,88.0,55.7,71.6,57.0
2023-06-13,75.7,54.1,64.4,54.4
2023-06-14,69.8,50.2,58.3,45.4
2023-06-15,75.2,46.0,60.6,47.6
2023-06-16,81.3,51.2,65.8,55.0
2023-06-17,71.1,53.3,61.1,54.0
2023-06-18,61.4,48.8,54.5,45.0
2023-06-19,61.1,42.7,52.5,46.2
2023-06-20,66.9,46.2,56.2,49.1
2023-06-21,75.9,47.8,62.2,49.4
2023-06-22,85.4,54.9,70.4,51.4
2023-06-23,82.2,56.2,68.4,52.4
2023-06-24,81.1,50.1,65.8,50.7
2023-06-25,83.8,52.5,68.0,49.2
2023-06-26,81.3,53.2,66.2,50.6
2023-06-27,81.2,52.9,66.4,54.5
2023-06-28,84.7,55.5,69.6,55.9
2023-06-29,87.3,56.8,71.7,56.0
2023-06-30,86.2,58.2,71.0,54.5
2023-07-01,84.3,54.1,68.2,48.3
2023-07-02,85.6,55.8,69.8,50.6
2023-07-03,88.0,55.1,72.7,48.1
2023-07-04,94.7,58.3,77.7,50.0
2023-07-05,96.3,61.4,80.1,49.1
2023-07-06,89.3,59.1,73.2,53.5
2023-07-07,80.7,54.0,65.5,53.4
2023-07-08,80.1,52.4,65.0,52.9
2023-07-09,83.0,53.1,67.1,54.0
2023-07-10,78.3,51.8,64.0,52.2
2023-07-11,81.1,54.8,67.7,54.7
2023-07-12,83.3,58.8,70.0,55.6
2023-07-13,85.3,58.4,71.8,65.5
2023-07-14,92.0,60.3,76.4,54.9
2023-07-15,97.4,61.2,78.8,53.8
2023-07-16,90.4,60.6,73.9,54.0
2023-07-17,78.7,59.5,68.6,54.6
2023-07-18,87.5,54.8,70.9,51.5
2023-07-19,95.1,58.2,75.3,57.6
2023-07-20,86.5,58.6,70.8,55.8
2023-07-21,86.9,57.7,72.2,57.2
2023-07-22,89.2,61.6,74.9,56.9
2023-07-23,88.0,60.7,72.2,55.2
2023-07-24,76.6,55.9,65.4,58.0
2023-07-25,79.8,62.2,69.3,58.1
2023-07-26,83.0,55.1,69.0,50.9
2023-07-27,82.9,55.7,68.7,53.2
2023-07-28,82.8,55.6,68.3,53.7
2023-07-29,81.5,55.4,67.1,52.8
2023-07-30,80.5,55.9,67.5,51.8
2023-07-31,83.0,54.0,68.9,51.1
2023-08-01,86.9,56.0,71.5,52.0
2023-08-02,87.9,57.4,72.7,52.2
2023-08-03,86.4,58.0,72.1,55.8
2023-08-04,88.7,60.2,73.4,53.8
2023-08-05,89.2,62.8,73.2,60.3
2023-08-06,87.8,62.6,73.4,61.0
2023-08-07,82.7,63.7,72.1,59.4
2023-08-08,85.8,58.3,71.4,57.2
2023-08-09,81.5,60.3,70.0,59.1
2023-08-10,81.4,59.5,69.4,57.2
2023-08-11,84.1,58.5,71.1,55.9
2023-08-12,88.9,59.1,73.2,58.9
2023-08-13,100.9,64.3,82.2,57.7
2023-08-14,105.3,68.6,87.7,58.1
2023-08-15,101.8,71.2,86.1,62.2
2023-08-16,102.2,71.1,86.2,66.7
2023-08-17,94.8,71.2,80.6,60.8
2023-08-18,83.8,60.4,70.2,59.9
2023-08-19,90.1,51.8,70.3,48.4
2023-08-20,92.2,58.3,74.8,49.3
2023-08-21,82.3,56.5,67.7,49.4
2023-08-22,74.2,53.7,63.8,52.9
2023-08-23,79.3,55.4,66.5,53.8
2023-08-24,92.0,55.3,73.2,53.1
2023-08-25,91.8,64.9,77.1,61.7
2023-08-26,90.9,59.9,73.3,57.7
2023-08-27,87.2,59.8,69.7,58.6
2023-08-28,78.3,57.7,66.6,59.8
2023-08-29,77.6,61.2,67.2,57.6
2023-08-30,78.1,58.9,67.3,60.3
2023-08-31,64.2,59.7,61.7,61.7
2023-09-01,79.9,58.9,67.7,60.2
2023-09-02,84.4,58.8,68.7,64.4
2023-09-03,75.4,57.9,64.3,59.2
2023-09-04,71.2,52.6,62.5,55.9
2023-09-05,72.7,51.3,61.7,49.9
2023-09-06,77.5,49.0,62.0,53.9
2023-09-07,73.3,54.0,62.9,53.4
2023-09-08,78.1,51.5,63.5,51.3
2023-09-09,85.6,51.2,67.6,54.2
2023-09-10,81.3,54.3,66.1,54.0
2023-09-11,72.5,54.3,63.4,57.6
2023-09-12,78.0,51.4,63.8,57.8
2023-09-13,80.7,57.3,67.7,57.5
2023-09-14,88.5,54.0,69.6,54.0
2023-09-15,90.9,54.0,71.5,53.0
2023-09-16,84.3,56.5,67.8,55.2
2023-09-17,73.6,51.4,62.2,49.9
2023-09-18,73.5,54.5,63.4,51.7
2023-09-19,71.3,49.1,59.3,46.9
2023-09-20,70.2,51.0,59.2,48.9
2023-09-21,74.6,45.7,59.3,47.5
2023-09-22,76.1,46.0,61.1,46.3
2023-09-23,65.8,53.7,57.9,57.7
2023-09-24,59.2,53.4,56.5,58.0
2023-09-25,62.0,55.4,57.5,57.4
2023-09-26,63.7,53.2,57.5,54.2
2023-09-27,61.9,51.7,56.1,52.5
2023-09-28,63.6,49.8,55.8,55.0
2023-09-29,60.4,52.6,55.9,52.7
2023-09-30,66.5,47.1,55.8,48.7
2023-10-01,67.9,42.4,54.4,48.7
2023-10-02,55.5,47.0,53.0,54.8
2023-10-03,67.2,54.9,59.6,56.9
2023-10-04,66.7,49.2,57.7,56.9
2023-10-05,77.4,53.6,64.0,59.5
2023-10-06,81.7,60.8,69.0,57.9
